scenario_id,Компонент,Наименование партии,"Массовая доля, %","Температура испытания | ASTM D445 Daimler Oxidation Test (DOT), °C","Время испытания | - Daimler Oxidation Test (DOT), ч","Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Количество биотоплива | - Daimler Oxidation Test (DOT), % масс","Дозировка катализатора, категория",% масс. (Mo),CAS,COC (°C),SMILES для наиболее вероятной (средней) молекулы сульфокислоты,"Активный Азот / Кислород, % масс. (N или O)",Анилиновая точка,Атомное отношение P:Zn,Группа по API,Деаэрация | ASTM D3427,Деэм.вода | ASTM D1401,Деэм.время | ASTM D1401,Деэм.масло | ASTM D1401,Деэм.эмульсия | ASTM D1401,"Динамическая вязкость CCS -15°C, ASTM D5293","Динамическая вязкость CCS -20°C, ASTM D5293","Динамическая вязкость CCS -25°C, ASTM D5293","Динамическая вязкость CCS -30°C, ASTM D5293","Динамическая вязкость CCS -35°C, ASTM D5293","Дипольный момент, Д",Длина углеродной цепи,"Индекс вязкости, ГОСТ 25371",Индекс полидисперсности,"Индекс стабильности, %","Испаряемость по NOACK, ASTM D5800",Категория,Кинематическая вязкость,"Кинематическая вязкость, при -30⁰С | ASTM D445","Кинематическая вязкость, при 100°C, ASTM D445","Кинематическая вязкость, при 40°C, ASTM D445","Кислотное число, ГОСТ 11362",Класс полиамина,Класс субстрата,"Масса гидрофобного хвоста, г/моль","Массовая доля кальция, ASTM D6481","Массовая доля серы, ASTM D6481","Массовая доля сульфатной золы, ГОСТ 12417",Массовая доля фосфора | ASTM D6481,"Массовая доля фосфора, ASTM D6481","Массовая доля цинка, ASTM D6481",Модификация,Номер CAS,Номер CAS / SMILES,Общее содержание азота | ASTM D3228,Определение содержания воды методом Карла Фишера | ASTM D 6304,Отношение S:Mo,Отношение Мыло/Основание,"Плотность при 15°С, ASTM D4052","Плотность при 20°С, ASTM D4052",Последовательность 1 | ASTM D892,Последовательность 2 | ASTM D892,Последовательность 3 | ASTM D892,"Потенциал ионизации,эВ",Происхождение,Разветвленность радикала / радикалов,"Размер мицелл, нм","Содержание MgCO3, CaCO3, % масс.",Содержание Азота,Содержание Бора,Содержание ароматики,"Содержание воды, % масс.","Содержание других элементов (например, бора)",Содержание масла,"Содержание масла, % масс.","Содержание металла (Ca/Mg), % масс.","Содержание мыла, % масс.",Содержание насыщ. у/в,Содержание полимера,"Содержание серы, % масс.","Содержание серы, мг/кг",Соотношение мономеров (EO:PO),Средневесовая масса,Степень полисульфидности,Структура УВ-радикала,"Температура застывания, ГОСТ 20287, метод Б","Температура плавления, °C",Температура проведения теста | -,"Температура разложения, °C",Тип АО,Тип лиганда,Тип полимера,Тип спиртового радикала,Тип сукцинимида,Цвет | ASTM D1500,Цвет Сейболт | -,"Щелочное число, ASTM D2896","Щелочное число, ГОСТ 11362","Энергия ВЗМО, эВ"
train_79,Депрессорная_присадка_1,с ЦП 28.02.2024,26.931,160,168,-21.6,31.35,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_79,Детергент_1,03203.23,38.465,160,168,-21.6,31.35,0,1,,,,O=S(C1=CC=C(CCCCCCCCCCCCCCCCCCCC)C=C1)(O[Ca]OS(C2=CC=C(CCCCCCCCCCCCCCCCCCCCC)C=C2)(=O)=O)=O,,,,,,,,,,,,,,,,,,,,,,,,88.91,,,,Сульфонат кальция,,16.24,,,,,,,290-636-7,,,,,0.6571428571,,,,,,,,,10-14,35.0,,,,"<0,3",,,38.0,15.54,23.0,,,1.6,,,,,C21H43,,,,,,,,,,,,404.0,,
train_79,Детергент_2,01297.23,80.12,160,168,-21.6,31.35,0,1,,,,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O,,,,,,,,,,,,,,,,,,,,,,,,14.47,,,,Салицилат кальция,,6.48,,,,0.0004,0.0002,,114959-46-5,,,,,1.5,1.2,,,,,,,,2026-08-06 00:00:00,20.0,,,,≤ 0.15,,,50.0,6.34,30.0,,,,,,,,C17H35,,,,,,,,,,,,171.0,,
train_79,Дисперсант_1,03067.22,33.644,160,168,-21.6,31.35,0,1,,,,,,,,,,,,,,,,,,,,,,1.6,,,,216.0,,248.7,,,TEPA,,1300.0,0.002,,,,0.002,0.003,Неборированный,67762-72-5,,,,,,,,,,,,,,,,2.1,0.0,,,,45.0,,,,,,,,,,,,,,,,,,,,Моно,,,40.9,,
train_79,Загуститель_1,"0435.24 9,8% во 2 гр",90.699,160,168,-21.6,31.35,0,1,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,469.9,,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,1.04,30000.0,,,,,,,,,OCP,,,,,,,
train_79,Противоизносная_присадка_28,0784.24,9.043,160,168,-21.6,31.35,0,1,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,10.15,,,,,,0.001,16.46,,,8.82,9.17,,нет,,,,,,,,,,,,,метилизобутилкарбинол,,,,,,,,,,,,,,,,,,,,,,,,,,,Вторичный,,,,,,
train_80,Антиоксидант_1,01028.23,38.014,160,168,4.25,113.05,0,1,,,,,4.102564103,,,,,,,,,,,,,,1.66,,,,,,,,,6.8,,,,,,,,,,,,,,"125643-61-0,144429-84-5",,,,,,,,,,7.18,,,,,,,,,,,,,,,,,,,,,,,<5,,,Фенол,,,,,,,0.0,0.0,-5.58
train_80,Антиоксидант_3,01198.23,17.074,160,168,4.25,113.05,0,1,,,,,4.43,,,,,,,,,,,,,,0.54,,,,,,,,,11.04,,,,,,0.0002,0.0002,,,0.0002,0.0002,,,68411-46-1,,,,,,,,,,7.18,,,,,,,,,,,,,,,,,,,,,,,-31.0,,> 350 °C,Дифениламин,,,,,,,176.3,,-4.98
train_80,Антипенная_присадка_1,из ЦП 15.11.2022,3.991,160,168,4.25,113.05,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_80,Базовое_масло_1,01044.23,77.878,160,168,4.25,113.05,0,1,,,,,,,,2.0,,41.0,30.0,39.0,0.0,500.0,777.0,1269.0,2253.0,4187.0,,,113.0,,,14.5,,,,4.445,22.02,,,,,0.00092,0.0078,,,0.0031,1e-05,,,,,,,,,,0.0,0.0,0.0,,гидрокрекинг,,,,,,,,,,,,,>95,,,<10,,,,,-22.0,,,,,,,,,,,,,
train_80,Базовое_масло_16,25721.17,84.281,160,168,4.25,113.05,0,1,,,,,,,,2.0,,,,,,13.0,25.0,50.0,99.0,200.0,,,,,,90.0,,,,1.17,2.84,,,,,,,,,,,,,,,,,,,,,,,,гидрокрекинг,,,,,,<3,,,,,,,,,,,,,,,-68.0,,,,,,,,,,,,,
train_80,Базовое_масло_2,071.23,30.482,160,168,4.25,113.05,0,1,,,,,,,,1.0,,40.0,5.0,40.0,0.0,1133.0,2137.0,4429.0,9680.0,,,,99.0,,,14.0,,,,5.36,32.12,,,,,0.0004,0.017,,,0.0006,0.0001,,,,,,,,,,0.0,0.0,0.0,,минеральное,,,,,,,,,,,,,,,,<2000,,,,,-17.0,,,,,,,,,,,,,
train_80,Базовое_масло_2,071.23,27.571,160,168,4.25,113.05,0,1,,,,,,,,1.0,,40.0,5.0,40.0,0.0,1133.0,2137.0,4429.0,9680.0,,,,99.0,,,14.0,,,,5.36,32.12,,,,,0.0004,0.017,,,0.0006,0.0001,,,,,,,,,,0.0,0.0,0.0,,минеральное,,,,,,,,,,,,,,,,<2000,,,,,-17.0,,,,,,,,,,,,,
train_80,Базовое_масло_3,0444.23,59.943,160,168,4.25,113.05,0,1,,,,,,,,3.0,,40.0,5.0,40.0,0.0,,542.0,930.0,1584.0,2869.0,,,127.0,,,14.2,,,,4.42,20.6,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,гидрокрекинг,,,,,,,,,,,,,>90,,,<10,,,,,-19.0,,,,,,,,,,,,,
train_80,Базовое_масло_7,01045.23,89.381,160,168,4.25,113.05,0,1,,,,,,,,1.0,,40.0,5.0,40.0,0.0,5413.0,11573.0,,,,,,93.0,,,5.4,,,,9.214,77.6,,,,,0.00041,0.094,,,0.00063,3e-05,,,,,,,,,,10.0,0.0,0.0,,минеральное,,,,,,,,,,,,,,,,<3000,,,,,-16.0,,,,,,,,,,,,,
train_80,Депрессорная_присадка_2,п.60 от 12.01.2023,38.014,160,168,4.25,113.05,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,3105.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_80,Детергент_1,из 328 р-р 01295.23,58.693,160,168,4.25,113.05,0,1,,,,O=S(C1=CC=C(CCCCCCCCCCCCCCCCCCCC)C=C1)(O[Ca]OS(C2=CC=C(CCCCCCCCCCCCCCCCCCCCC)C=C2)(=O)=O)=O,,,,,,,,,,,,,,,,,,,,,,,,125.0,,,,Сульфонат кальция,,16.29,,,,0.0006,0.0007,,290-636-7,,,,,0.6571428571,,,,,,,,,10-14,35.0,,,,"<0,3",,,38.0,15.54,23.0,,,1.6,,,,,C21H43,,,,,,,,,,,,407.0,,
train_80,Детергент_2,02957.22,0.422,160,168,4.25,113.05,0,1,,,,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O,,,,,,,,,,,,,,,,,,,,,,,,14.62,,,,Салицилат кальция,,6.33,,,,,,,114959-46-5,,,,,1.5,1.2,,,,,,,,2026-08-06 00:00:00,20.0,,,,≤ 0.15,,,50.0,6.34,30.0,,,,,,,,C17H35,,,,,,,,,,,,173.3,,
train_80,Дисперсант_1,03067.22,31.092,160,168,4.25,113.05,0,1,,,,,,,,,,,,,,,,,,,,,,1.6,,,,216.0,,248.7,,,TEPA,,1300.0,0.002,,,,0.002,0.003,Неборированный,67762-72-5,,,,,,,,,,,,,,,,2.1,0.0,,,,45.0,,,,,,,,,,,,,,,,,,,,Моно,,,40.9,,
train_80,Дисперсант_9,02718.22,31.092,160,168,4.25,113.05,0,1,,,,,,,,,,,,,,,,,,,,,,1.6,,,,400.0,,410.0,,,TEPA,,2300.0,,,,,,,Неборированный,84605-20-9,,,,,,,,,,,,,,,,1.1,0.0,,,,50.0,,,,,,,,,,,,,,,,,,,,Моно,,,18.9,,
train_80,Загуститель_1,0488.23,50.826,160,168,4.25,113.05,0,1,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,473.7,,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,1.04,30000.0,,,,,,,,,OCP,,,,,,,
train_80,Противоизносная_присадка_2,01026.23,93.926,160,168,4.25,113.05,0,1,,,,,,,0.87,,,,,,,,,,,,,20.0,,,,,,,,14.75,,,,,,0.024,16.58,,,8.13,9.39,,нет,,,,,,,,,,,,,"изобутил - 75%, 2-этилгексил - 25%",,,,,,,"0,05 (B)",,,,,,,,,,,,,,,,,,,,Первичный,,,,10.0,,
train_81,Антиоксидант_2,01623.24,17.074,150,168,320.67,87.0,7,1,,,,,3.5,,,,,,,,,,,,,,1.36,,,,,,,,,14.54,,,,,,,,,,,,,,36878-20-3,,,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,> 350 °C,Дифениламин,,,,,,,138.8,,-5.15
train_81,Антипенная_присадка_1,Р-10 3% р-р от 16.04,3.991,150,168,320.67,87.0,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_81,Базовое_масло_1,0318.25,38.413,150,168,320.67,87.0,7,1,,,,,,,,2.0,,,,,,,784.0,1294.0,2234.0,,,,128.0,,,15.0,,,,4.44,21.8,,,,,,,,,,,,,,,,,,,,,,,,гидрокрекинг,,,,,,,,,,,,,>95,,,<10,,,,,-24.0,,,,,,,,,,,,,
train_81,Базовое_масло_14,Р-10 от 13.05.2024,84.281,150,168,320.67,87.0,7,1,,,,,,,,2.0,,,,,,,4.0,2.0,4.0,,,,,,,,,,,1.02,5.01,,,,,,,,,,,,,,,,,,801.4,798.0,,,,,гидрокрекинг,,,,,,<3,,,,,,,,,,,,,,,-68.0,,,,,,,,,,,,,
train_81,Базовое_масло_4,01209.25 для SL,93.647,150,168,320.67,87.0,7,1,,,,,,,,2.0,,,,,,,,,12688.0,,,,115.0,,,4.0,,,,8.42,54.13,,,,,,,,,,,,,,,,,,,,,,,,гидрокрекинг,,,,,,,,,,,,,>95,,,<10,,,,,-23.0,,,,,,,,,,,,,
train_81,Базовое_масло_8,01208.25 для SL,34.579,150,168,320.67,87.0,7,1,,,,,,,,2.0,,,,,,,,,,,,,105.0,,,15.0,,,,4.51,21.26,,,,,,,,,,,,,,,,,,,,,,,,гидрокрекинг,,,,,,,,,,,,,>95,,,<10,,,,,-25.0,,,,,,,,,,,,,
train_81,Депрессорная_присадка_2,01190.25 для SL,43.971,150,168,320.67,87.0,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_81,Детергент_1,0432.25,31.092,150,168,320.67,87.0,7,1,,,,O=S(C1=CC=C(CCCCCCCCCCCCCCCCCCCC)C=C1)(O[Ca]OS(C2=CC=C(CCCCCCCCCCCCCCCCCCCCC)C=C2)(=O)=O)=O,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,Сульфонат кальция,,15.76,,,,,,,290-636-7,,,,,0.6571428571,,,,,,,,,10-14,35.0,,,,"<0,3",,,38.0,15.54,23.0,,,1.6,,,,,C21H43,,,,,,,,,,,,410.9,,
train_81,Дисперсант_1,01191.25 для SL,74.243,150,168,320.67,87.0,7,1,,,,,,,,,,,,,,,,,,,,,,1.6,,,,216.0,,,,,TEPA,,1300.0,,,,,,,Неборированный,67762-72-5,,,,,,,,,,,,,,,,2.1,0.0,,,,45.0,,,,,,,,,,,,,,,,,,,,Моно,,,45.0,,
train_81,Загуститель_1,"01124.25 10,3% 2 гр",22.582,150,168,320.67,87.0,7,1,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,1.04,30000.0,,,,,,,,,OCP,,,,,,,
train_81,Противоизносная_присадка_5,02975.22,93.926,150,168,320.67,87.0,7,1,,,,,,,0.88,,,,,,,,,,,,,24.8,,,,,,,,12.17,,,,,,0.0001,15.99,,,8.768,8.85,,нет,,,,,,,,,,,,,"2-этилгексил (60%), изобутил (20%), изопропил (20%)",,,,,,,,,,,,,,,,,,,,,,,,,,,Смешанный,,,,,,
train_81,Соединение_молибдена_1,COMP-2023-0003-M,95.918,150,168,320.67,87.0,7,1,7.5,445409-27-8,150.0,,,,,,,,,,,,,,,,,,,,,,Аминный комплекс,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,амид C2 (2-гидроксиэтил),,,,,,,,
train_82,Антиоксидант_2,01623.24,17.074,150,216,566.53,103.1,7,1,,,,,3.5,,,,,,,,,,,,,,1.36,,,,,,,,,14.54,,,,,,,,,,,,,,36878-20-3,,,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,> 350 °C,Дифениламин,,,,,,,138.8,,-5.15
train_82,Антипенная_присадка_1,Р-10 3% р-р от 16.04,3.991,150,216,566.53,103.1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_82,Базовое_масло_1,0318.25,38.413,150,216,566.53,103.1,7,1,,,,,,,,2.0,,,,,,,784.0,1294.0,2234.0,,,,128.0,,,15.0,,,,4.44,21.8,,,,,,,,,,,,,,,,,,,,,,,,гидрокрекинг,,,,,,,,,,,,,>95,,,<10,,,,,-24.0,,,,,,,,,,,,,
train_82,Базовое_масло_14,Р-10 от 13.05.2024,84.281,150,216,566.53,103.1,7,1,,,,,,,,2.0,,,,,,,4.0,2.0,4.0,,,,,,,,,,,1.02,5.01,,,,,,,,,,,,,,,,,,801.4,798.0,,,,,гидрокрекинг,,,,,,<3,,,,,,,,,,,,,,,-68.0,,,,,,,,,,,,,
train_82,Базовое_масло_4,01209.25 для SL,93.647,150,216,566.53,103.1,7,1,,,,,,,,2.0,,,,,,,,,12688.0,,,,115.0,,,4.0,,,,8.42,54.13,,,,,,,,,,,,,,,,,,,,,,,,гидрокрекинг,,,,,,,,,,,,,>95,,,<10,,,,,-23.0,,,,,,,,,,,,,
train_82,Базовое_масло_8,01208.25 для SL,34.579,150,216,566.53,103.1,7,1,,,,,,,,2.0,,,,,,,,,,,,,105.0,,,15.0,,,,4.51,21.26,,,,,,,,,,,,,,,,,,,,,,,,гидрокрекинг,,,,,,,,,,,,,>95,,,<10,,,,,-25.0,,,,,,,,,,,,,
train_82,Депрессорная_присадка_2,01190.25 для SL,43.971,150,216,566.53,103.1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_82,Детергент_1,0432.25,31.092,150,216,566.53,103.1,7,1,,,,O=S(C1=CC=C(CCCCCCCCCCCCCCCCCCCC)C=C1)(O[Ca]OS(C2=CC=C(CCCCCCCCCCCCCCCCCCCCC)C=C2)(=O)=O)=O,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,Сульфонат кальция,,15.76,,,,,,,290-636-7,,,,,0.6571428571,,,,,,,,,10-14,35.0,,,,"<0,3",,,38.0,15.54,23.0,,,1.6,,,,,C21H43,,,,,,,,,,,,410.9,,
train_82,Дисперсант_1,01191.25 для SL,74.243,150,216,566.53,103.1,7,1,,,,,,,,,,,,,,,,,,,,,,1.6,,,,216.0,,,,,TEPA,,1300.0,,,,,,,Неборированный,67762-72-5,,,,,,,,,,,,,,,,2.1,0.0,,,,45.0,,,,,,,,,,,,,,,,,,,,Моно,,,45.0,,
train_82,Загуститель_1,"01124.25 10,3% 2 гр",22.582,150,216,566.53,103.1,7,1,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,1.04,30000.0,,,,,,,,,OCP,,,,,,,
train_82,Противоизносная_присадка_5,02975.22,93.926,150,216,566.53,103.1,7,1,,,,,,,0.88,,,,,,,,,,,,,24.8,,,,,,,,12.17,,,,,,0.0001,15.99,,,8.768,8.85,,нет,,,,,,,,,,,,,"2-этилгексил (60%), изобутил (20%), изопропил (20%)",,,,,,,,,,,,,,,,,,,,,,,,,,,Смешанный,,,,,,
train_82,Соединение_молибдена_1,COMP-2023-0003-M,95.918,150,216,566.53,103.1,7,1,7.5,445409-27-8,150.0,,,,,,,,,,,,,,,,,,,,,,Аминный комплекс,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,амид C2 (2-гидроксиэтил),,,,,,,,
train_83,Антиоксидант_2,01623.24,43.971,150,168,251.19,74.26,7,1,,,,,3.5,,,,,,,,,,,,,,1.36,,,,,,,,,14.54,,,,,,,,,,,,,,36878-20-3,,,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,> 350 °C,Дифениламин,,,,,,,138.8,,-5.15
train_83,Антипенная_присадка_1,Р-10 3% р-р от 16.04,3.991,150,168,251.19,74.26,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_83,Базовое_масло_1,0318.25,38.413,150,168,251.19,74.26,7,1,,,,,,,,2.0,,,,,,,784.0,1294.0,2234.0,,,,128.0,,,15.0,,,,4.44,21.8,,,,,,,,,,,,,,,,,,,,,,,,гидрокрекинг,,,,,,,,,,,,,>95,,,<10,,,,,-24.0,,,,,,,,,,,,,
train_83,Базовое_масло_14,Р-10 от 13.05.2024,84.281,150,168,251.19,74.26,7,1,,,,,,,,2.0,,,,,,,4.0,2.0,4.0,,,,,,,,,,,1.02,5.01,,,,,,,,,,,,,,,,,,801.4,798.0,,,,,гидрокрекинг,,,,,,<3,,,,,,,,,,,,,,,-68.0,,,,,,,,,,,,,
train_83,Базовое_масло_4,01209.25 для SL,93.647,150,168,251.19,74.26,7,1,,,,,,,,2.0,,,,,,,,,12688.0,,,,115.0,,,4.0,,,,8.42,54.13,,,,,,,,,,,,,,,,,,,,,,,,гидрокрекинг,,,,,,,,,,,,,>95,,,<10,,,,,-23.0,,,,,,,,,,,,,
train_83,Базовое_масло_8,01208.25 для SL,81.127,150,168,251.19,74.26,7,1,,,,,,,,2.0,,,,,,,,,,,,,105.0,,,15.0,,,,4.51,21.26,,,,,,,,,,,,,,,,,,,,,,,,гидрокрекинг,,,,,,,,,,,,,>95,,,<10,,,,,-25.0,,,,,,,,,,,,,
train_83,Депрессорная_присадка_2,01190.25 для SL,43.971,150,168,251.19,74.26,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_83,Детергент_1,0432.25,31.092,150,168,251.19,74.26,7,1,,,,O=S(C1=CC=C(CCCCCCCCCCCCCCCCCCCC)C=C1)(O[Ca]OS(C2=CC=C(CCCCCCCCCCCCCCCCCCCCC)C=C2)(=O)=O)=O,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,Сульфонат кальция,,15.76,,,,,,,290-636-7,,,,,0.6571428571,,,,,,,,,10-14,35.0,,,,"<0,3",,,38.0,15.54,23.0,,,1.6,,,,,C21H43,,,,,,,,,,,,410.9,,
train_83,Дисперсант_1,01191.25 для SL,74.243,150,168,251.19,74.26,7,1,,,,,,,,,,,,,,,,,,,,,,1.6,,,,216.0,,,,,TEPA,,1300.0,,,,,,,Неборированный,67762-72-5,,,,,,,,,,,,,,,,2.1,0.0,,,,45.0,,,,,,,,,,,,,,,,,,,,Моно,,,45.0,,
train_83,Загуститель_1,"01124.25 10,3% 2 гр",22.582,150,168,251.19,74.26,7,1,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,1.04,30000.0,,,,,,,,,OCP,,,,,,,
train_83,Противоизносная_присадка_5,02975.22,93.926,150,168,251.19,74.26,7,1,,,,,,,0.88,,,,,,,,,,,,,24.8,,,,,,,,12.17,,,,,,0.0001,15.99,,,8.768,8.85,,нет,,,,,,,,,,,,,"2-этилгексил (60%), изобутил (20%), изопропил (20%)",,,,,,,,,,,,,,,,,,,,,,,,,,,Смешанный,,,,,,
train_83,Соединение_молибдена_1,COMP-2023-0003-M,94.175,150,168,251.19,74.26,7,1,7.5,445409-27-8,150.0,,,,,,,,,,,,,,,,,,,,,,Аминный комплекс,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,амид C2 (2-гидроксиэтил),,,,,,,,
train_84,Антиоксидант_2,01623.24,43.971,150,216,337.08,87.72,7,1,,,,,3.5,,,,,,,,,,,,,,1.36,,,,,,,,,14.54,,,,,,,,,,,,,,36878-20-3,,,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,> 350 °C,Дифениламин,,,,,,,138.8,,-5.15
train_84,Антипенная_присадка_1,Р-10 3% р-р от 16.04,3.991,150,216,337.08,87.72,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_84,Базовое_масло_1,0318.25,38.413,150,216,337.08,87.72,7,1,,,,,,,,2.0,,,,,,,784.0,1294.0,2234.0,,,,128.0,,,15.0,,,,4.44,21.8,,,,,,,,,,,,,,,,,,,,,,,,гидрокрекинг,,,,,,,,,,,,,>95,,,<10,,,,,-24.0,,,,,,,,,,,,,
train_84,Базовое_масло_14,Р-10 от 13.05.2024,84.281,150,216,337.08,87.72,7,1,,,,,,,,2.0,,,,,,,4.0,2.0,4.0,,,,,,,,,,,1.02,5.01,,,,,,,,,,,,,,,,,,801.4,798.0,,,,,гидрокрекинг,,,,,,<3,,,,,,,,,,,,,,,-68.0,,,,,,,,,,,,,
train_84,Базовое_масло_4,01209.25 для SL,93.647,150,216,337.08,87.72,7,1,,,,,,,,2.0,,,,,,,,,12688.0,,,,115.0,,,4.0,,,,8.42,54.13,,,,,,,,,,,,,,,,,,,,,,,,гидрокрекинг,,,,,,,,,,,,,>95,,,<10,,,,,-23.0,,,,,,,,,,,,,
train_84,Базовое_масло_8,01208.25 для SL,81.127,150,216,337.08,87.72,7,1,,,,,,,,2.0,,,,,,,,,,,,,105.0,,,15.0,,,,4.51,21.26,,,,,,,,,,,,,,,,,,,,,,,,гидрокрекинг,,,,,,,,,,,,,>95,,,<10,,,,,-25.0,,,,,,,,,,,,,
train_84,Депрессорная_присадка_2,01190.25 для SL,43.971,150,216,337.08,87.72,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_84,Детергент_1,0432.25,31.092,150,216,337.08,87.72,7,1,,,,O=S(C1=CC=C(CCCCCCCCCCCCCCCCCCCC)C=C1)(O[Ca]OS(C2=CC=C(CCCCCCCCCCCCCCCCCCCCC)C=C2)(=O)=O)=O,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,Сульфонат кальция,,15.76,,,,,,,290-636-7,,,,,0.6571428571,,,,,,,,,10-14,35.0,,,,"<0,3",,,38.0,15.54,23.0,,,1.6,,,,,C21H43,,,,,,,,,,,,410.9,,
train_84,Дисперсант_1,01191.25 для SL,74.243,150,216,337.08,87.72,7,1,,,,,,,,,,,,,,,,,,,,,,1.6,,,,216.0,,,,,TEPA,,1300.0,,,,,,,Неборированный,67762-72-5,,,,,,,,,,,,,,,,2.1,0.0,,,,45.0,,,,,,,,,,,,,,,,,,,,Моно,,,45.0,,
train_84,Загуститель_1,"01124.25 10,3% 2 гр",22.582,150,216,337.08,87.72,7,1,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,1.04,30000.0,,,,,,,,,OCP,,,,,,,
train_84,Противоизносная_присадка_5,02975.22,93.926,150,216,337.08,87.72,7,1,,,,,,,0.88,,,,,,,,,,,,,24.8,,,,,,,,12.17,,,,,,0.0001,15.99,,,8.768,8.85,,нет,,,,,,,,,,,,,"2-этилгексил (60%), изобутил (20%), изопропил (20%)",,,,,,,,,,,,,,,,,,,,,,,,,,,Смешанный,,,,,,
train_84,Соединение_молибдена_1,COMP-2023-0003-M,94.175,150,216,337.08,87.72,7,1,7.5,445409-27-8,150.0,,,,,,,,,,,,,,,,,,,,,,Аминный комплекс,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,амид C2 (2-гидроксиэтил),,,,,,,,
