scenario_id,target_viscosity_delta_pct,target_oxidation_acm,temperature_c,time_h,biofuel_pct,catalyst_category,severity_exp,temperature_x_time,temperature_x_biofuel,interaction__biofuel_x_zddp,base_oil__kv40__wm,base_oil__kv100__wm,base_oil__ccs_m35__wm,base_oil__pour_point_c__max,catcount__base_oil__группа_по_api__1,textnum__base_oil__происхождение__origin_is_mineral__wm,family_total_dose__antiwear,antiwear__sulfur_pct__wm,antiwear__chain_length__wm,textnum__antiwear__тип_спиртового_радикала__radical_is_secondary__wm,textnum__antiwear__тип_спиртового_радикала__radical_is_mixed__wm,textnum__antioxidant__тип_ао__ao_type_is_phenol__wm,textnum__antioxidant__тип_ао__ao_type_is_diphenylamine__wm,antioxidant__ionization_ev__wm,antioxidant__bde_xh_kcal__wm,detergent__tbn_astm__wm,severity_x_biofuel,severity_x_catalyst,regime_load,base_oil_visc_ratio,antiwear_severity,antioxidant_balance
train_82,566.53,103.1,150.0,216.0,7.0,1.0,216.0,32400.0,1050.0,657.482,28.152051889048305,4.786303881715288,,-23.0,0.0,0.0,93.926,15.990000000000002,24.800000000000004,0.0,1.0,0.0,1.0,6.5,372.38,410.9,1512.0,216.0,367.2,5.88179367310864,20288.016,-1.0
train_83,251.19,74.26,150.0,168.0,7.0,1.0,168.0,25200.0,1050.0,657.482,27.07357880511517,4.743067657697634,,-23.0,0.0,0.0,93.926,15.990000000000002,24.800000000000004,0.0,1.0,0.0,1.0,6.5,372.38,410.9,1176.0,168.0,285.59999999999997,5.708031333092378,15779.568000000001,-1.0
train_84,337.08,87.72,150.0,216.0,7.0,1.0,216.0,32400.0,1050.0,657.482,27.07357880511517,4.743067657697634,,-23.0,0.0,0.0,93.926,15.990000000000002,24.800000000000004,0.0,1.0,0.0,1.0,6.5,372.38,410.9,1512.0,216.0,367.2,5.708031333092378,20288.016,-1.0
train_85,226.28,55.42,150.0,168.0,7.0,1.0,168.0,25200.0,1050.0,657.482,28.246299553598487,4.790082291393137,,-23.0,0.0,0.0,93.926,15.990000000000002,24.800000000000004,0.0,1.0,0.0,1.0,6.5,372.38,410.9,1176.0,168.0,285.59999999999997,5.896829706736289,15779.568000000001,-1.0
train_86,225.24,61.15,150.0,216.0,7.0,1.0,216.0,32400.0,1050.0,657.482,28.246299553598487,4.790082291393137,,-23.0,0.0,0.0,93.926,15.990000000000002,24.800000000000004,0.0,1.0,0.0,1.0,6.5,372.38,410.9,1512.0,216.0,367.2,5.896829706736289,20288.016,-1.0
train_87,28.29,52.1,160.0,168.0,7.0,1.0,456.6713471811196,26880.0,1120.0,657.482,17.43976405102435,3.3526581626079115,,-23.0,0.0,0.0,93.926,,,,,0.0,1.0,6.5,372.38,410.9,3196.699430267837,456.6713471811196,776.3412902079033,5.2017722073575765,42893.31295533384,-1.0
train_88,399.59,129.68,150.0,216.0,7.0,1.0,216.0,32400.0,1050.0,657.482,16.499610034295404,3.0678381693704804,,-23.0,0.0,0.0,93.926,15.990000000000002,24.800000000000004,0.0,1.0,0.5,0.5,6.84,363.785,410.9,1512.0,216.0,367.2,5.378253064007324,20288.016,0.0
train_89,-17.16,20.84,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,27.63680104763787,4.679736911115503,,-19.0,0.0,0.0,93.926,,,,,0.0,1.0,6.5,372.38,120.98717349535234,0.0,456.6713471811196,456.6713471811196,5.905631357607691,42893.31295533384,-1.0
train_9,-19.54,33.87,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,27.63056659317455,4.679063410241282,532.4103360365935,-18.0,1.0,0.2748066950284135,26.586,16.16,,1.0,0.0,0.535201554761457,0.464798445238543,7.179999999999999,358.32738950536014,246.5773917443184,0.0,456.6713471811196,456.6713471811196,5.905148994710833,12141.064436157245,0.07040310952291401
train_90,519.21,134.43,154.0,216.0,7.0,1.0,322.2341346905144,33264.0,1078.0,657.482,27.63680104763787,4.679736911115503,,-19.0,0.0,0.0,93.926,,,,,0.0,1.0,6.5,372.38,120.98717349535234,2255.6389428336006,322.2341346905144,547.7980289738745,5.905631357607691,30266.163334941255,-1.0
train_91,-25.0,35.89,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,27.63680104763787,4.679736911115503,,-19.0,0.0,0.0,93.926,,,,,0.0,1.0,6.5,372.38,120.98717349535234,0.0,456.6713471811196,456.6713471811196,5.905631357607691,42893.31295533384,-1.0
train_92,-20.71,36.07,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,27.63680104763787,4.679736911115503,,-19.0,0.0,0.0,93.926,,,,,0.0,1.0,6.5,372.38,118.38344498104586,0.0,456.6713471811196,456.6713471811196,5.905631357607691,42893.31295533384,-1.0
train_93,-21.91,89.03,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,27.63680104763787,4.679736911115503,,-19.0,0.0,0.0,93.926,,,,,0.0,1.0,6.5,372.38,118.38344498104586,0.0,456.6713471811196,456.6713471811196,5.905631357607691,42893.31295533384,-1.0
train_94,-13.31,10.22,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,27.63680104763787,4.679736911115503,,-19.0,0.0,0.0,93.926,15.990000000000002,24.800000000000004,0.0,1.0,0.0,1.0,6.5,372.38,126.60071662252687,0.0,456.6713471811196,456.6713471811196,5.905631357607691,42893.31295533384,-1.0
train_95,48.3,88.19,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,31.228570109427974,4.9169747545335705,2318.3395602020696,-16.0,2.0,0.4426927159263989,93.926,16.58,20.0,0.0,0.0,0.6900595410978797,0.3099404589021202,7.179999999999999,357.28209809758926,227.04046233595355,0.0,456.6713471811196,456.6713471811196,6.3511756046000585,42893.31295533384,0.3801190821957595
train_96,1.86,78.95,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,23.875573016195705,4.131049569695738,1394.9198815731088,-16.0,2.0,0.2474689977637731,93.926,16.58,20.0,0.0,0.0,0.2796953067409288,0.7203046932590711,7.18,360.0520566794987,246.23687923898405,0.0,456.6713471811196,456.6713471811196,5.779541642719674,42893.31295533384,-0.4406093865181423
train_97,33.0,97.44,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,26.63002023459372,4.351609695595165,200.0,-15.0,2.0,0.2140401856904922,93.926,16.58,20.0,0.0,0.0,0.2796953067409288,0.7203046932590711,7.18,360.0520566794987,387.56403869756696,0.0,456.6713471811196,456.6713471811196,6.119579212618598,42893.31295533384,-0.4406093865181423
train_98,11.52,85.8,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,27.07197573876916,4.326650688274532,200.0,-15.0,2.0,0.2396758820191502,27.353,17.584263517712866,20.0,0.9845720761890836,0.0,0.5288111270559663,0.4711888729440335,7.18,358.37052489237215,400.4330335459004,0.0,456.6713471811196,456.6713471811196,6.257028285675047,12491.331359445165,0.057622254111932836
train_99,62.3,96.92,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,27.849356525608098,4.462158667055741,4719.0,-15.0,2.0,0.375452515160883,29.901,17.682,,0.0,0.0,0.3880013634814225,0.6119986365185774,7.179999999999999,359.3209907965004,261.9084419031237,0.0,456.6713471811196,456.6713471811196,6.241229549101599,13654.929952062657,-0.22399727303715494
